collection_date,variant,variant_count,total_count,variant_frequency
2020-09-05,B.1.1.7,0,1553,0
2020-09-05,B.1.617.2,0,1553,0
2020-09-05,BA.1,0,1553,0
2020-09-05,BA.2,0,1553,0
2020-09-05,BA.2.75,0,1553,0
2020-09-05,BA.4,0,1553,0
2020-09-05,BA.5,0,1553,0
2020-09-05,BA.5.3,0,1553,0
2020-09-05,Other,1553,1553,1
2020-09-05,XBB,0,1553,0
2020-09-12,B.1.1.7,0,2027,0
2020-09-12,B.1.617.2,0,2027,0
2020-09-12,BA.1,0,2027,0
2020-09-12,BA.2,0,2027,0
2020-09-12,BA.2.75,0,2027,0
2020-09-12,BA.4,0,2027,0
2020-09-12,BA.5,0,2027,0
2020-09-12,BA.5.3,0,2027,0
2020-09-12,Other,2027,2027,1
2020-09-12,XBB,0,2027,0
2020-09-19,B.1.1.7,0,1266,0
2020-09-19,B.1.617.2,0,1266,0
2020-09-19,BA.1,0,1266,0
2020-09-19,BA.2,0,1266,0
2020-09-19,BA.2.75,0,1266,0
2020-09-19,BA.4,0,1266,0
2020-09-19,BA.5,0,1266,0
2020-09-19,BA.5.3,0,1266,0
2020-09-19,Other,1266,1266,1
2020-09-19,XBB,0,1266,0
2020-09-26,B.1.1.7,2,2842,7.037297677691766e-4
2020-09-26,B.1.617.2,0,2842,0
2020-09-26,BA.1,0,2842,0
2020-09-26,BA.2,0,2842,0
2020-09-26,BA.2.75,0,2842,0
2020-09-26,BA.4,0,2842,0
2020-09-26,BA.5,0,2842,0
2020-09-26,BA.5.3,0,2842,0
2020-09-26,Other,2840,2842,0.9992962702322308
2020-09-26,XBB,0,2842,0
2020-10-03,B.1.1.7,2,2031,9.847365829640572e-4
2020-10-03,B.1.617.2,0,2031,0
2020-10-03,BA.1,0,2031,0
2020-10-03,BA.2,0,2031,0
2020-10-03,BA.2.75,0,2031,0
2020-10-03,BA.4,0,2031,0
2020-10-03,BA.5,0,2031,0
2020-10-03,BA.5.3,0,2031,0
2020-10-03,Other,2029,2031,0.999015263417036
2020-10-03,XBB,0,2031,0
2020-10-10,B.1.1.7,1,3425,2.9197080291970805e-4
2020-10-10,B.1.617.2,0,3425,0
2020-10-10,BA.1,0,3425,0
2020-10-10,BA.2,0,3425,0
2020-10-10,BA.2.75,0,3425,0
2020-10-10,BA.4,0,3425,0
2020-10-10,BA.5,0,3425,0
2020-10-10,BA.5.3,0,3425,0
2020-10-10,Other,3424,3425,0.9997080291970802
2020-10-10,XBB,0,3425,0
2020-10-17,B.1.1.7,5,4158,0.0012025012025012026
2020-10-17,B.1.617.2,0,4158,0
2020-10-17,BA.1,0,4158,0
2020-10-17,BA.2,0,4158,0
2020-10-17,BA.2.75,0,4158,0
2020-10-17,BA.4,0,4158,0
2020-10-17,BA.5,0,4158,0
2020-10-17,BA.5.3,0,4158,0
2020-10-17,Other,4153,4158,0.9987974987974988
2020-10-17,XBB,0,4158,0
2020-10-24,B.1.1.7,25,5115,0.004887585532746823
2020-10-24,B.1.617.2,0,5115,0
2020-10-24,BA.1,0,5115,0
2020-10-24,BA.2,0,5115,0
2020-10-24,BA.2.75,0,5115,0
2020-10-24,BA.4,0,5115,0
2020-10-24,BA.5,0,5115,0
2020-10-24,BA.5.3,0,5115,0
2020-10-24,Other,5090,5115,0.9951124144672532
2020-10-24,XBB,0,5115,0
2020-10-31,B.1.1.7,26,3218,0.008079552517091361
2020-10-31,B.1.617.2,0,3218,0
2020-10-31,BA.1,0,3218,0
2020-10-31,BA.2,0,3218,0
2020-10-31,BA.2.75,0,3218,0
2020-10-31,BA.4,0,3218,0
2020-10-31,BA.5,0,3218,0
2020-10-31,BA.5.3,0,3218,0
2020-10-31,Other,3192,3218,0.9919204474829086
2020-10-31,XBB,0,3218,0
2020-11-07,B.1.1.7,133,6292,0.021137952956134774
2020-11-07,B.1.617.2,0,6292,0
2020-11-07,BA.1,0,6292,0
2020-11-07,BA.2,0,6292,0
2020-11-07,BA.2.75,0,6292,0
2020-11-07,BA.4,0,6292,0
2020-11-07,BA.5,0,6292,0
2020-11-07,BA.5.3,0,6292,0
2020-11-07,Other,6159,6292,0.9788620470438653
2020-11-07,XBB,0,6292,0
2020-11-14,B.1.1.7,559,7475,0.07478260869565218
2020-11-14,B.1.617.2,0,7475,0
2020-11-14,BA.1,0,7475,0
2020-11-14,BA.2,0,7475,0
2020-11-14,BA.2.75,0,7475,0
2020-11-14,BA.4,0,7475,0
2020-11-14,BA.5,0,7475,0
2020-11-14,BA.5.3,0,7475,0
2020-11-14,Other,6916,7475,0.9252173913043479
2020-11-14,XBB,0,7475,0
2020-11-21,B.1.1.7,383,4500,0.08511111111111111
2020-11-21,B.1.617.2,0,4500,0
2020-11-21,BA.1,0,4500,0
2020-11-21,BA.2,0,4500,0
2020-11-21,BA.2.75,0,4500,0
2020-11-21,BA.4,0,4500,0
2020-11-21,BA.5,0,4500,0
2020-11-21,BA.5.3,0,4500,0
2020-11-21,Other,4117,4500,0.9148888888888889
2020-11-21,XBB,0,4500,0
2020-11-28,B.1.1.7,477,2717,0.17556128082443873
2020-11-28,B.1.617.2,0,2717,0
2020-11-28,BA.1,0,2717,0
2020-11-28,BA.2,0,2717,0
2020-11-28,BA.2.75,0,2717,0
2020-11-28,BA.4,0,2717,0
2020-11-28,BA.5,0,2717,0
2020-11-28,BA.5.3,0,2717,0
2020-11-28,Other,2240,2717,0.8244387191755613
2020-11-28,XBB,0,2717,0
2020-12-05,B.1.1.7,371,1013,0.36623889437314905
2020-12-05,B.1.617.2,0,1013,0
2020-12-05,BA.1,0,1013,0
2020-12-05,BA.2,0,1013,0
2020-12-05,BA.2.75,0,1013,0
2020-12-05,BA.4,0,1013,0
2020-12-05,BA.5,0,1013,0
2020-12-05,BA.5.3,0,1013,0
2020-12-05,Other,642,1013,0.633761105626851
2020-12-05,XBB,0,1013,0
2020-12-12,B.1.1.7,2131,5163,0.41274452837497577
2020-12-12,B.1.617.2,0,5163,0
2020-12-12,BA.1,0,5163,0
2020-12-12,BA.2,0,5163,0
2020-12-12,BA.2.75,0,5163,0
2020-12-12,BA.4,0,5163,0
2020-12-12,BA.5,0,5163,0
2020-12-12,BA.5.3,0,5163,0
2020-12-12,Other,3032,5163,0.5872554716250242
2020-12-12,XBB,0,5163,0
2020-12-19,B.1.1.7,4216,6484,0.6502159161011721
2020-12-19,B.1.617.2,0,6484,0
2020-12-19,BA.1,0,6484,0
2020-12-19,BA.2,0,6484,0
2020-12-19,BA.2.75,0,6484,0
2020-12-19,BA.4,0,6484,0
2020-12-19,BA.5,0,6484,0
2020-12-19,BA.5.3,0,6484,0
2020-12-19,Other,2268,6484,0.34978408389882787
2020-12-19,XBB,0,6484,0
2020-12-26,B.1.1.7,2164,3312,0.6533816425120773
2020-12-26,B.1.617.2,0,3312,0
2020-12-26,BA.1,0,3312,0
2020-12-26,BA.2,0,3312,0
2020-12-26,BA.2.75,0,3312,0
2020-12-26,BA.4,0,3312,0
2020-12-26,BA.5,0,3312,0
2020-12-26,BA.5.3,0,3312,0
2020-12-26,Other,1148,3312,0.3466183574879227
2020-12-26,XBB,0,3312,0
2021-01-02,B.1.1.7,4264,5331,0.7998499343462765
2021-01-02,B.1.617.2,0,5331,0
2021-01-02,BA.1,0,5331,0
2021-01-02,BA.2,0,5331,0
2021-01-02,BA.2.75,0,5331,0
2021-01-02,BA.4,0,5331,0
2021-01-02,BA.5,0,5331,0
2021-01-02,BA.5.3,0,5331,0
2021-01-02,Other,1067,5331,0.2001500656537235
2021-01-02,XBB,0,5331,0
2021-01-09,B.1.1.7,5540,6866,0.806874453830469
2021-01-09,B.1.617.2,0,6866,0
2021-01-09,BA.1,0,6866,0
2021-01-09,BA.2,0,6866,0
2021-01-09,BA.2.75,0,6866,0
2021-01-09,BA.4,0,6866,0
2021-01-09,BA.5,0,6866,0
2021-01-09,BA.5.3,0,6866,0
2021-01-09,Other,1326,6866,0.193125546169531
2021-01-09,XBB,0,6866,0
2021-01-16,B.1.1.7,7531,9064,0.8308693733451015
2021-01-16,B.1.617.2,0,9064,0
2021-01-16,BA.1,0,9064,0
2021-01-16,BA.2,0,9064,0
2021-01-16,BA.2.75,0,9064,0
2021-01-16,BA.4,0,9064,0
2021-01-16,BA.5,0,9064,0
2021-01-16,BA.5.3,0,9064,0
2021-01-16,Other,1533,9064,0.1691306266548985
2021-01-16,XBB,0,9064,0
2021-01-23,B.1.1.7,8739,9840,0.8881097560975609
2021-01-23,B.1.617.2,0,9840,0
2021-01-23,BA.1,0,9840,0
2021-01-23,BA.2,0,9840,0
2021-01-23,BA.2.75,0,9840,0
2021-01-23,BA.4,0,9840,0
2021-01-23,BA.5,0,9840,0
2021-01-23,BA.5.3,0,9840,0
2021-01-23,Other,1101,9840,0.11189024390243903
2021-01-23,XBB,0,9840,0
2021-01-30,B.1.1.7,10839,11702,0.9262519227482482
2021-01-30,B.1.617.2,0,11702,0
2021-01-30,BA.1,0,11702,0
2021-01-30,BA.2,0,11702,0
2021-01-30,BA.2.75,0,11702,0
2021-01-30,BA.4,0,11702,0
2021-01-30,BA.5,0,11702,0
2021-01-30,BA.5.3,0,11702,0
2021-01-30,Other,863,11702,0.07374807725175184
2021-01-30,XBB,0,11702,0
2021-02-06,B.1.1.7,3083,3226,0.9556726596404216
2021-02-06,B.1.617.2,0,3226,0
2021-02-06,BA.1,0,3226,0
2021-02-06,BA.2,0,3226,0
2021-02-06,BA.2.75,0,3226,0
2021-02-06,BA.4,0,3226,0
2021-02-06,BA.5,0,3226,0
2021-02-06,BA.5.3,0,3226,0
2021-02-06,Other,143,3226,0.04432734035957842
2021-02-06,XBB,0,3226,0
2021-02-13,B.1.1.7,5498,5672,0.9693229901269393
2021-02-13,B.1.617.2,0,5672,0
2021-02-13,BA.1,0,5672,0
2021-02-13,BA.2,0,5672,0
2021-02-13,BA.2.75,0,5672,0
2021-02-13,BA.4,0,5672,0
2021-02-13,BA.5,0,5672,0
2021-02-13,BA.5.3,0,5672,0
2021-02-13,Other,174,5672,0.03067700987306065
2021-02-13,XBB,0,5672,0
2021-02-20,B.1.1.7,9016,9214,0.978510961580204
2021-02-20,B.1.617.2,0,9214,0
2021-02-20,BA.1,0,9214,0
2021-02-20,BA.2,0,9214,0
2021-02-20,BA.2.75,0,9214,0
2021-02-20,BA.4,0,9214,0
2021-02-20,BA.5,0,9214,0
2021-02-20,BA.5.3,0,9214,0
2021-02-20,Other,198,9214,0.021489038419795964
2021-02-20,XBB,0,9214,0
2021-02-27,B.1.1.7,8531,8626,0.9889867841409692
2021-02-27,B.1.617.2,0,8626,0
2021-02-27,BA.1,0,8626,0
2021-02-27,BA.2,0,8626,0
2021-02-27,BA.2.75,0,8626,0
2021-02-27,BA.4,0,8626,0
2021-02-27,BA.5,0,8626,0
2021-02-27,BA.5.3,0,8626,0
2021-02-27,Other,95,8626,0.011013215859030838
2021-02-27,XBB,0,8626,0
2021-03-06,B.1.1.7,8557,8664,0.9876500461680517
2021-03-06,B.1.617.2,0,8664,0
2021-03-06,BA.1,0,8664,0
2021-03-06,BA.2,0,8664,0
2021-03-06,BA.2.75,0,8664,0
2021-03-06,BA.4,0,8664,0
2021-03-06,BA.5,0,8664,0
2021-03-06,BA.5.3,0,8664,0
2021-03-06,Other,107,8664,0.012349953831948292
2021-03-06,XBB,0,8664,0
2021-03-13,B.1.1.7,10097,10170,0.9928220255653883
2021-03-13,B.1.617.2,0,10170,0
2021-03-13,BA.1,0,10170,0
2021-03-13,BA.2,0,10170,0
2021-03-13,BA.2.75,0,10170,0
2021-03-13,BA.4,0,10170,0
2021-03-13,BA.5,0,10170,0
2021-03-13,BA.5.3,0,10170,0
2021-03-13,Other,73,10170,0.007177974434611603
2021-03-13,XBB,0,10170,0
2021-03-20,B.1.1.7,10887,10961,0.993248791168689
2021-03-20,B.1.617.2,0,10961,0
2021-03-20,BA.1,0,10961,0
2021-03-20,BA.2,0,10961,0
2021-03-20,BA.2.75,0,10961,0
2021-03-20,BA.4,0,10961,0
2021-03-20,BA.5,0,10961,0
2021-03-20,BA.5.3,0,10961,0
2021-03-20,Other,74,10961,0.006751208831311012
2021-03-20,XBB,0,10961,0
2021-03-27,B.1.1.7,12542,12632,0.9928752374920836
2021-03-27,B.1.617.2,1,12632,7.916402786573781e-5
2021-03-27,BA.1,0,12632,0
2021-03-27,BA.2,0,12632,0
2021-03-27,BA.2.75,0,12632,0
2021-03-27,BA.4,0,12632,0
2021-03-27,BA.5,0,12632,0
2021-03-27,BA.5.3,0,12632,0
2021-03-27,Other,89,12632,0.007045598480050665
2021-03-27,XBB,0,12632,0
2021-04-03,B.1.1.7,8755,8809,0.9938699057781814
2021-04-03,B.1.617.2,2,8809,2.2704052673402204e-4
2021-04-03,BA.1,0,8809,0
2021-04-03,BA.2,0,8809,0
2021-04-03,BA.2.75,0,8809,0
2021-04-03,BA.4,0,8809,0
2021-04-03,BA.5,0,8809,0
2021-04-03,BA.5.3,0,8809,0
2021-04-03,Other,52,8809,0.0059030536950845725
2021-04-03,XBB,0,8809,0
2021-04-10,B.1.1.7,5593,5681,0.9845097694067946
2021-04-10,B.1.617.2,23,5681,0.004048582995951417
2021-04-10,BA.1,0,5681,0
2021-04-10,BA.2,0,5681,0
2021-04-10,BA.2.75,0,5681,0
2021-04-10,BA.4,0,5681,0
2021-04-10,BA.5,0,5681,0
2021-04-10,BA.5.3,0,5681,0
2021-04-10,Other,65,5681,0.011441647597254004
2021-04-10,XBB,0,5681,0
2021-04-17,B.1.1.7,4738,4879,0.9711006353761017
2021-04-17,B.1.617.2,59,4879,0.01209264193482271
2021-04-17,BA.1,0,4879,0
2021-04-17,BA.2,0,4879,0
2021-04-17,BA.2.75,0,4879,0
2021-04-17,BA.4,0,4879,0
2021-04-17,BA.5,0,4879,0
2021-04-17,BA.5.3,0,4879,0
2021-04-17,Other,82,4879,0.01680672268907563
2021-04-17,XBB,0,4879,0
2021-04-24,B.1.1.7,4617,4947,0.9332929047907823
2021-04-24,B.1.617.2,201,4947,0.04063068526379624
2021-04-24,BA.1,0,4947,0
2021-04-24,BA.2,0,4947,0
2021-04-24,BA.2.75,0,4947,0
2021-04-24,BA.4,0,4947,0
2021-04-24,BA.5,0,4947,0
2021-04-24,BA.5.3,0,4947,0
2021-04-24,Other,129,4947,0.02607640994542147
2021-04-24,XBB,0,4947,0
2021-05-01,B.1.1.7,3824,4433,0.8626212497180239
2021-05-01,B.1.617.2,501,4433,0.1130160162418227
2021-05-01,BA.1,0,4433,0
2021-05-01,BA.2,0,4433,0
2021-05-01,BA.2.75,0,4433,0
2021-05-01,BA.4,0,4433,0
2021-05-01,BA.5,0,4433,0
2021-05-01,BA.5.3,0,4433,0
2021-05-01,Other,108,4433,0.024362734040153395
2021-05-01,XBB,0,4433,0
2021-05-08,B.1.1.7,3110,4527,0.6869891760547824
2021-05-08,B.1.617.2,1324,4527,0.29246741771592666
2021-05-08,BA.1,0,4527,0
2021-05-08,BA.2,0,4527,0
2021-05-08,BA.2.75,0,4527,0
2021-05-08,BA.4,0,4527,0
2021-05-08,BA.5,0,4527,0
2021-05-08,BA.5.3,0,4527,0
2021-05-08,Other,93,4527,0.02054340622929092
2021-05-08,XBB,0,4527,0
2021-05-15,B.1.1.7,2295,4537,0.5058408640070531
2021-05-15,B.1.617.2,2187,4537,0.48203658805378
2021-05-15,BA.1,0,4537,0
2021-05-15,BA.2,0,4537,0
2021-05-15,BA.2.75,0,4537,0
2021-05-15,BA.4,0,4537,0
2021-05-15,BA.5,0,4537,0
2021-05-15,BA.5.3,0,4537,0
2021-05-15,Other,55,4537,0.012122547939166851
2021-05-15,XBB,0,4537,0
2021-05-22,B.1.1.7,1818,6071,0.29945643221874485
2021-05-22,B.1.617.2,4214,6071,0.6941195849118761
2021-05-22,BA.1,0,6071,0
2021-05-22,BA.2,0,6071,0
2021-05-22,BA.2.75,0,6071,0
2021-05-22,BA.4,0,6071,0
2021-05-22,BA.5,0,6071,0
2021-05-22,BA.5.3,0,6071,0
2021-05-22,Other,39,6071,0.006423982869379015
2021-05-22,XBB,0,6071,0
2021-05-29,B.1.1.7,1448,8538,0.16959475286952447
2021-05-29,B.1.617.2,7065,8538,0.8274771609276177
2021-05-29,BA.1,0,8538,0
2021-05-29,BA.2,0,8538,0
2021-05-29,BA.2.75,0,8538,0
2021-05-29,BA.4,0,8538,0
2021-05-29,BA.5,0,8538,0
